panel_num,stitch_num,vertex_num,face_num
20,63,16503,30282
24,53,47570,91192
10,10,3150,5480
6,19,6911,12846
14,40,21340,40414
22,67,15679,28860
20,39,10887,20006
16,40,11415,20237
6,28,12464,23728
18,54,8842,15918
6,28,39488,77278
14,57,17464,32726
4,16,11790,22710
2,8,10383,20011
14,30,22472,42994
20,42,35967,69334
6,26,4974,9086
10,31,17140,32483
4,6,5538,10498
4,6,8940,17123
4,14,12869,24666
18,52,15835,29717
8,32,13099,24730
18,51,7244,12805
14,50,20768,39278
22,60,11066,20060
14,42,9856,17954
14,45,10387,18928
4,6,20311,39294
22,70,27117,49356
10,36,4984,8716
10,34,11972,22412
26,88,21206,39298
2,8,10468,20187
2,2,721,1224
6,26,6763,12612
14,30,7713,13944
24,80,13789,24810
16,40,23819,44077
16,48,21453,40712
10,22,26295,50691
18,37,31736,60346
4,16,8113,15369
10,22,10758,20145
6,24,7997,15045
8,26,12738,23872
12,28,16105,29206
4,6,12761,24746
14,56,15160,28104
4,6,14281,27699
6,10,17692,34190
14,48,15156,27439
20,66,21426,39944
8,13,7737,14616
6,26,3936,7046
4,14,13548,25996
10,24,12457,23482
10,36,16604,31297
15,28,34381,65465
12,28,14847,27684
4,6,2238,3997
4,16,6672,12330
10,35,11257,20553
6,24,8879,16750
4,12,9948,18910
23,46,22206,41673
8,16,14373,27354
10,24,16642,30816
14,27,3004,5142
6,12,16764,32352
10,35,6613,12099
12,32,6746,12186
6,28,19136,36812
6,12,21243,41042
5,5,2585,4730
12,47,13384,24814
2,8,7739,14815
12,25,18722,35422
6,16,17314,33121
10,22,34021,65831
10,35,4856,8538
8,14,4945,9126
14,26,12902,23521
14,29,10372,19174
15,49,55063,106789
20,66,19942,36495
8,34,16887,32202
20,42,18348,34337
10,36,5266,9450
4,16,9166,17390
12,23,2642,4623
14,28,10066,18725
10,22,34738,67426
8,16,13210,25049
16,40,6697,12010
8,39,11724,21912
32,90,20824,38126
4,14,2864,5134
16,38,21646,41087
10,32,12480,23433
8,16,7799,14322
2,8,6805,13028
12,40,7955,14414
10,30,7493,13684
14,56,13330,24628
6,6,7440,14076
14,44,28181,53584
20,40,9066,16608
14,26,21944,41394
4,16,7341,13669
10,34,11013,20567
10,29,11142,20962
8,30,17022,32344
10,38,7620,13850
12,28,16459,30032
8,22,7584,14118
6,12,7542,14076
6,28,4465,8017
4,6,11873,22934
2,8,11420,22114
25,51,30194,56840
31,63,22435,41384
6,24,9527,17946
6,24,6805,12691
17,37,23805,45181
8,13,5948,11024
4,16,3971,7230
26,55,43442,82562
16,34,41949,81072
22,56,21808,39674
4,14,10152,19340
8,15,17153,32816
6,28,4680,8462
6,19,5150,9385
16,50,22027,40156
10,36,7211,12994
17,48,5334,9334
18,60,13853,25160
18,52,11753,21435
6,12,7525,14108
16,32,11041,20014
15,15,11235,20550
4,6,29065,56976
16,44,31975,60870
14,50,18600,35114
4,16,11477,21957
10,38,10065,18547
2,8,7483,14288
14,50,11561,20981
6,22,7531,14038
6,20,17659,33850
14,40,9706,17824
12,24,13154,24458
10,32,10275,19146
4,14,10761,20546
6,22,13237,25210
8,16,21951,42192
12,26,9249,17126
4,16,3519,6329
28,82,13153,23594
6,12,7236,13438
12,24,11448,21452
4,16,3839,6984
8,30,32202,62708
2,8,7847,15020
8,32,38763,75374
12,24,8058,14912
22,62,12588,22954
4,6,12669,24480
24,65,15162,27222
30,76,25908,48228
14,30,34316,66324
12,44,18113,33946
4,16,9876,18784
12,24,12354,23128
20,54,23920,45006
4,16,6019,11252
4,12,16627,32098
2,8,10782,20750
18,60,20398,35783
10,38,18397,35058
7,13,8851,16762
12,23,36694,71330
4,14,7029,13262
4,6,6515,12280
10,28,9957,18375
8,38,12762,23960
4,6,8139,15565
16,58,22988,43195
12,39,4427,7734
6,28,6465,11891
4,6,14035,27234
4,16,10048,19187
12,56,16366,30538
14,29,20912,40079
4,16,12095,23090
8,16,19943,38208
4,14,3301,5978
22,71,12705,22946
7,7,6286,11676
6,24,10711,20262
16,60,15989,29767
22,61,15563,28920
10,34,12224,23026
6,12,16724,31950
6,12,6150,11463
16,42,5579,9862
6,24,10729,20288
4,6,15834,30801
10,10,530,680
18,51,25502,48639
16,60,17899,33419
26,84,18562,34094
24,74,20023,37090
20,49,17919,33437
8,14,18406,35226
16,47,19972,37761
12,48,12480,23242
6,22,7325,13542
18,58,14481,26237
18,52,7437,13255
4,16,9292,17615
2,8,12472,24162
4,14,7333,13868
26,68,17550,32219
12,32,11770,21152
8,40,9645,17808
10,34,7892,14406
10,28,11335,20717
8,24,6467,11850
8,14,9040,16870
14,46,15967,29855
20,39,13125,24420
4,16,9663,18444
16,56,17068,31848
4,6,2821,5110
7,13,2552,4513
10,48,16834,31764
6,26,2958,5164
4,16,4102,7520
8,13,6671,12458
14,26,13851,26044
16,35,22555,42570
8,40,13039,24534
16,47,15243,28132
16,57,16136,30072
19,37,38014,72590
8,14,9081,16757
24,60,22043,41264
14,30,27917,53594
2,8,11434,22127
8,32,47240,92420
16,48,48019,93372
6,24,13616,25938
22,72,13151,23233
4,6,28530,55899
14,42,13015,24191
2,8,6142,11689
10,41,20962,39961
14,44,10260,18788
26,86,20890,38444
22,73,13982,24982
4,4,3508,6556
12,41,6546,11484
12,47,9975,18262
14,44,10203,18725
4,14,12741,24494
4,14,3301,5978
4,6,4322,8069
6,32,13574,25712
6,12,12554,23944
12,34,17841,33690
16,40,9366,17044
16,32,7672,13984
12,40,11493,21180
14,30,31509,60050
2,2,2147,4016
2,8,5958,11406
24,49,50535,97298
10,37,20799,39644
4,16,3402,6090
16,60,18365,34424
6,26,10339,19578
10,34,13745,25844
20,42,24604,46573
10,35,7342,13372
6,12,7727,14486
8,32,18017,34399
10,36,7249,13100
8,42,14001,26142
8,16,10538,19916
10,22,29963,57932
10,22,8774,16332
6,12,5652,10504
10,32,9598,17718
6,20,5505,10067
2,2,1461,2646
18,52,13902,25884
8,31,22112,42622
18,52,8268,14814
8,30,19970,38428
24,64,25648,45634
6,24,11667,22197
6,12,6580,12306
2,2,7331,14174
8,32,10384,19276
2,8,8391,16035
2,8,11778,22774
6,26,4057,7306
12,24,20940,40100
6,32,15779,30186
6,12,6225,11560
10,29,13541,25615
12,24,10633,19874
4,14,11984,22958
4,16,9774,18518
14,44,32078,61512
22,59,23262,43457
16,41,7246,13018
4,6,8773,16794
12,46,20953,39826
2,2,2102,3887
8,24,4617,8356
4,16,5929,11119
8,32,18024,34440
20,42,40371,77888
4,6,26567,51944
12,30,14423,27090
2,8,4652,8829
24,72,14288,25934
8,15,8447,15853
4,6,5993,11366
14,46,10976,20126
12,36,17431,33009
8,40,15766,29792
8,32,7005,12907
25,69,34324,65570
10,36,4639,8214
4,14,3129,5656
12,28,22605,43102
12,22,10806,19366
23,51,24491,45839
6,12,7429,13958
4,16,3228,5756
4,6,5163,9660
16,33,11107,20330
4,6,17570,34193
8,16,13364,25325
2,8,11653,22518
20,54,19081,35749
12,24,6931,12776
18,38,29765,57049
6,10,7150,13226
2,8,4268,8088
4,15,3613,6562
10,34,13048,24592
10,36,41897,81716
6,26,21449,41553
8,30,22651,43728
14,42,13452,24982
2,8,5115,9690
8,24,5468,10016
4,6,15527,30116
8,24,16001,30340
12,34,18125,33904
8,15,11993,22538
8,16,15046,28750
14,44,9384,17178
22,45,38504,73604
4,16,3371,5998
14,30,6312,11430
25,64,34433,65217
14,46,23571,44968
4,14,2980,5366
20,64,19506,36128
12,31,7691,14026
4,6,8866,16900
14,54,18136,34000
8,22,7676,14298
4,14,2746,4904
10,19,13386,25281
18,49,23222,43957
8,24,4673,8458
17,53,28562,54332
16,56,15631,28256
14,44,9186,16737
2,8,9925,19117
10,22,13448,25375
6,12,5763,10724
14,30,9313,17210
12,28,10020,17554
4,6,10862,20975
18,38,17398,32623
8,32,23893,46087
14,44,16541,31280
12,28,45983,89371
10,24,11842,22196
4,6,3455,6382
12,32,7208,13106
6,32,13075,24839
8,28,15241,29000
14,27,21233,40371
18,48,15857,29882
12,35,16872,31856
24,70,22352,40838
12,32,9539,17720
4,16,5707,10668
6,16,12934,24255
4,16,3795,6870
8,15,2247,3946
18,38,27695,52978
8,30,6259,11385
14,46,9782,17770
10,36,8370,15306
16,32,8181,15040
10,19,11617,21770
10,34,10603,19730
18,38,35052,67938
6,24,12201,23238
18,38,6466,11350
12,30,13032,24452
2,8,9892,18970
16,50,10033,18308
2,8,5929,11304
13,27,11882,22143
12,25,9825,18271
16,32,15623,29258
6,26,14721,28153
4,16,11906,22892
10,34,8854,16450
12,56,23790,44828
10,32,12513,23496
8,32,8444,15585
14,30,9301,17154
10,24,11201,20987
14,50,15128,28210
8,16,11957,22195
4,15,3544,6427
16,46,21247,40194
12,38,15284,27973
8,40,13092,24595
16,44,19319,36238
32,81,54164,103600
10,42,12594,23299
4,6,4498,8298
8,30,34396,66862
4,14,3085,5568
8,24,8320,15416
4,16,13197,25389
10,32,10961,20546
14,29,26747,51256
10,21,20712,39632
12,40,15375,28790
6,27,5189,9431
16,56,13364,23938
6,26,3964,6980
6,21,7169,13319
12,22,18563,33687
10,21,28373,54738
2,8,6832,13041
14,45,20409,38483
8,31,9120,17012
22,74,14354,25902
4,6,18694,36415
10,37,6758,12283
4,6,35644,70064
12,40,18085,34276
4,6,17644,34372
19,53,13067,24046
4,16,7434,14133
10,38,11840,22043
4,6,3830,7081
4,14,2049,3566
20,42,20832,39263
4,16,7753,14733
14,29,20888,39757
16,36,14294,26604
14,44,9039,16221
16,35,23186,44054
4,16,7665,14425
8,34,7469,13752
28,80,18052,33160
8,32,17241,32935
4,16,4317,7920
12,32,8720,15996
10,19,7586,13972
14,27,12812,23845
12,36,19975,37822
12,52,15078,28214
4,16,12371,23533
2,8,10972,21196
4,6,15674,30380
8,24,10047,18768
8,16,10341,19416
2,8,5600,10639
2,8,10937,21097
6,12,8725,16374
4,15,3206,5772
18,47,19246,36390
22,56,23907,44094
6,28,19980,38555
10,22,9898,18289
8,30,26491,51275
6,11,14785,28263
12,30,13730,25554
8,16,8619,16158
16,48,26113,49675
20,68,14037,25846
14,27,8587,15454
6,32,14175,27030
14,41,14357,26932
2,8,11721,22785
12,40,9098,16693
4,16,8504,16151
14,40,13288,24892
12,39,12916,24246
12,32,7035,12802
12,39,6171,11182
18,36,12950,23704
8,40,10953,20380
6,28,4779,8644
18,52,6454,11354
10,42,21063,39982
4,6,10347,19868
2,8,10954,21090
20,60,15095,27734
16,48,20782,39084
8,42,17143,32482
11,21,13031,24338
16,40,5917,10234
20,56,28281,53908
4,16,3733,6758
18,57,18801,35233
4,6,3377,6193
2,8,11170,21624
8,15,17672,33757
8,16,8677,16256
22,74,21391,39796
4,6,16122,31324
20,52,23403,44219
16,32,10823,20176
14,42,19170,35916
2,8,6090,11622
4,6,5660,10708
14,40,19221,36379
10,18,11270,20265
4,16,4140,7590
22,72,16372,29932
14,31,13056,24442
10,42,14916,28005
6,24,6183,11470
8,20,14429,27231
4,14,10875,20738
10,22,17055,32536
20,42,12624,23158
26,55,18827,34342
10,48,16523,31148
8,30,4625,8203
10,21,6473,11811
4,6,6781,12896
10,21,6647,12244
6,27,5632,10361
20,68,18324,33972
8,40,8923,16452
4,6,6162,11694
2,2,3498,6606
10,19,7052,12958
12,40,15508,29189
6,12,5937,11072
18,68,15182,27908
6,32,15164,28954
8,40,14518,27437
4,6,5347,10045
16,34,23046,43630
24,54,12787,23656
26,68,25941,48161
6,26,3787,6758
4,16,3648,6584
14,44,8753,15992
8,25,4359,7726
7,7,7196,13524
22,74,25445,47844
10,34,11771,22120
8,32,29819,57790
2,8,6692,12825
2,2,7639,14830
12,25,13526,25340
18,68,22954,43066
24,70,18079,32791
12,34,7343,13352
4,16,3596,6490
10,24,12447,22800
20,42,16259,30230
31,64,24380,45561
20,41,30216,57827
4,16,10697,20462
6,26,3135,5510
4,16,13041,25090
12,28,25974,49732
6,16,11520,22045
10,30,11004,20276
11,21,4594,8312
16,32,26320,47544
6,22,16811,32191
4,6,13740,26606
2,2,1487,2716
29,60,38629,73088
12,26,10530,19732
20,39,9015,16416
2,2,5395,10359
14,47,11333,20668
12,36,11756,21914
12,26,10399,19496
6,28,4871,8808
4,6,4968,9360
22,46,19644,35844
12,42,31920,61760
6,28,5413,9843
6,12,6668,12392
4,16,6609,12466
4,16,8816,16832
8,24,10732,19967
10,35,8096,14866
4,6,14166,27467
12,40,7101,12724
18,38,11115,20398
16,47,20628,38816
8,38,17206,32626
14,32,8507,15352
6,12,6814,12623
6,28,9011,16784
4,16,12691,24431
16,55,15321,28200
18,52,9128,16307
14,32,11880,21869
4,16,10591,20231
2,8,6161,11724
20,51,10243,18228
8,34,15881,30154
11,21,9637,17952
4,6,2906,5284
4,6,4902,9224
10,44,14550,27237
10,48,12713,23708
10,35,19862,38149
8,32,20174,38758
16,40,7331,13126
28,73,49057,93136
6,22,6688,12396
12,24,8162,15030
20,57,54785,105856
8,23,5363,9704
4,6,5227,9824
14,32,11546,20809
12,24,12256,22924
10,18,11094,20411
8,38,17057,32344
10,22,27655,52950
6,28,4402,7898
8,26,10607,19886
4,6,5938,11236
8,15,15145,28905
2,8,13038,25210
8,24,4394,7914
12,22,24083,44650
10,35,28430,54450
8,22,6295,11526
4,14,2856,5128
2,8,8565,16420
10,20,5156,9418
16,57,17076,30698
18,40,15963,29796
18,52,9533,17164
16,57,18756,35128
10,38,14109,26602
14,32,15340,28578
4,16,3478,6268
4,6,17187,33482
10,21,7504,13791
4,6,7553,14381
10,36,5726,10202
16,48,11031,20031
22,74,19110,35196
6,20,10471,19682
2,2,5139,9894
14,42,19225,36226
6,24,8000,15036
22,46,23118,42776
8,18,8186,15286
10,21,16129,30739
4,6,16804,32722
12,42,29883,57518
26,69,16558,30234
4,6,7573,14454
13,13,7358,13364
22,65,18220,34002
20,54,22181,41624
8,24,12471,23514
6,26,3920,7012
20,52,17099,31929
18,60,17488,32364
18,54,10645,19255
20,46,32382,61934
20,55,21735,40976
18,41,37378,71906
12,26,11592,21712
20,40,17287,32054
13,24,10106,18462
2,8,10152,19516
4,6,28348,55500
6,24,14704,28072
16,50,14536,26898
6,12,13404,25521
19,55,38587,73691
6,22,7041,13072
26,55,24126,44686
14,30,22272,42449
14,44,30288,58308
14,30,15311,28776
20,68,17816,33145
8,40,9473,17577
34,83,60512,115932
4,15,3614,6565
8,34,7655,14080
18,38,36123,68500
12,34,8626,15858
6,22,14225,27034
4,6,2567,4616
18,48,16786,30578
28,72,17163,30603
12,26,24675,47161
8,32,7848,14408
4,16,6774,12830
4,14,6372,11952
22,67,16194,29767
4,6,4946,9295
4,14,3301,5978
2,8,11814,22812
4,14,2981,5364
2,2,8413,16297
16,35,11182,20602
14,44,50138,97716
22,78,18526,34208
10,22,19711,37584
6,24,13828,26202
12,28,17379,32253
16,58,16812,31206
14,44,15998,30070
18,66,15518,28742
10,42,18201,34335
4,14,3006,5418
14,46,20407,38807
10,44,14246,26588
10,44,22928,43802
18,66,21818,40900
12,39,6322,11384
10,24,10128,18933
16,32,8125,14578
20,52,25926,47912
22,62,8095,14393
22,48,15195,28014
2,8,7090,13534
8,24,6655,12340
12,24,8495,15650
4,16,12199,23362
2,8,9830,18979
6,16,10680,20195
16,34,40314,77950
4,6,14989,29104
12,24,10014,18784
8,24,8006,14808
4,16,3358,6034
4,6,5599,10552
6,28,6301,11437
22,72,27801,51228
6,24,15140,28908
18,38,15923,29872
4,16,10139,19386
10,19,4813,8760
4,6,13470,26110
18,52,8896,16069
20,58,14244,26202
18,36,14865,27658
14,56,21005,39572
8,24,15435,29691
8,22,7419,13746
24,60,26155,48598
8,16,5445,10014
6,34,16366,31201
10,22,16777,31672
2,8,6091,11627
10,22,27039,52122
8,18,16800,32136
16,44,26490,50314
10,20,10537,19829
16,50,37560,72577
20,43,26584,49644
6,22,19530,37568
4,6,3932,7268
12,34,8438,15306
18,38,14668,27306
4,14,8324,15790
22,61,24958,47455
6,28,4946,8950
4,14,10276,19608
4,6,8286,15884
4,16,4087,7480
10,18,12933,23834
10,35,34794,67418
6,34,10055,18777
4,16,10134,19306
20,56,23559,44322
6,26,6221,11446
10,48,18075,34054
12,32,5014,8820
8,16,18776,36006
8,16,7551,14176
16,46,16106,29298
6,28,6950,12780
14,30,10832,19886
10,21,17927,34250
8,34,7116,12821
6,16,7224,13503
12,41,8161,14788
20,51,15252,27643
12,41,8458,15257
4,16,12340,23612
6,12,4855,8892
16,40,6499,11590
8,28,16107,30590
16,35,16854,31541
2,8,12892,24959
8,22,10816,20342
14,30,19242,36689
4,16,4907,9161
30,72,21135,38486
6,22,14291,27259
6,12,7142,13292
12,49,12662,23386
16,43,26702,49854
4,16,11441,21976
12,38,18290,34050
2,8,10987,21259
2,8,6197,11795
18,38,21401,40170
8,24,7658,14172
18,51,18194,34399
14,36,15313,28188
6,28,4354,7804
8,28,10353,19308
4,16,3333,5966
8,20,7888,14229
12,44,14737,27460
22,59,8311,14828
4,16,8552,16213
8,22,8207,15174
26,78,20156,37038
6,12,16863,32622
18,52,30616,57959
8,33,11160,20922
12,28,15915,29496
18,66,24762,46356
14,44,19162,36279
21,58,68077,131982
2,8,6989,13397
14,40,10785,19582
28,58,40404,76474
10,36,30393,58760
12,46,18230,34100
10,21,20805,39889
4,16,3803,6922
14,27,21276,40252
8,40,12627,23714
20,57,16343,30327
6,28,24918,48276
26,74,27326,50489
16,33,22874,43366
14,30,25205,48182
6,32,14830,28261
18,39,10080,18606
14,56,24138,45681
12,33,9282,17122
18,52,9266,16813
16,34,34998,67628
12,52,18826,35489
6,24,10409,19710
14,30,23221,43915
20,58,14573,26796
4,14,6750,12722
18,66,19617,36648
10,37,6450,11621
16,31,19165,36130
22,59,32458,58573
8,24,9139,16780
13,42,10653,19526
8,16,6443,11982
25,51,15047,27419
12,34,8206,14964
12,24,12712,23902
20,54,19274,36094
4,6,4655,8714
8,22,8729,16252
6,12,7748,14628
18,51,8675,15606
24,65,17075,31428
10,28,17872,32826
4,16,3988,7282
18,46,13470,24828
26,66,23799,44192
8,24,14504,27138
4,14,2200,3858
4,6,12969,25096
2,2,8071,15646
6,28,4624,8348
16,30,10887,20134
8,24,9094,16910
4,6,4155,7800
12,25,9843,18344
16,42,11464,21102
4,16,5940,11132
6,26,5557,10200
4,6,2673,4854
32,80,14404,25614
2,8,9665,18697
10,29,10839,20240
8,14,10254,18985
2,8,8193,15717
20,64,19318,36018
20,62,17897,32656
8,24,13928,26260
14,36,17862,32668
8,20,8278,15070
2,8,7651,14588
12,32,8728,16024
10,28,18907,35537
12,36,20490,38759
10,19,12211,23075
6,6,3000,5430
12,39,16447,31269
14,44,13925,25606
6,16,9568,17973
10,22,14000,26472
12,34,6814,12342
4,6,19034,36967
18,38,26546,50434
6,12,7594,14140
14,52,19493,36720
14,40,9962,18312
8,18,16377,31282
14,29,19806,36921
8,40,12488,23459
6,11,9254,17586
4,16,4271,7838
2,8,4978,9465
14,40,11231,20716
12,49,18087,33783
8,23,4825,8646
10,20,41158,80295
8,42,15211,28786
2,8,6775,12952
10,20,25031,48010
14,46,12108,22270
6,26,4352,7682
18,38,9521,17374
23,46,8630,15627
2,2,7002,13504
14,40,13701,25461
6,10,41250,80534
6,24,6351,11776
6,28,4362,7814
4,6,23528,45987
4,16,6860,12918
10,36,5107,9150
18,66,15353,28300
6,28,14980,28644
18,52,18616,34682
18,52,16989,31570
16,50,18356,34598
8,28,19833,37910
18,58,17984,32381
16,34,16145,30288
20,66,17797,33028
6,24,15086,28814
6,12,5448,10061
12,25,12942,24400
4,6,12080,23386
14,44,10929,20097
18,52,8915,16058
12,39,15685,29711
32,96,18134,32798
12,41,7266,13088
8,18,20624,39338
8,32,30570,59353
18,38,12920,23906
6,26,4650,8386
16,32,24194,45532
14,40,9832,18070
6,22,6404,11768
18,51,15505,28674
14,44,11157,20470
8,32,17381,33157
8,16,17809,34139
18,64,23800,44188
14,45,8917,16209
22,58,24156,45502
12,34,15010,28092
8,32,7291,13263
10,36,6759,12115
10,36,22367,42896
10,19,15011,28411
4,6,10905,20824
2,8,10717,20629
2,8,6421,12333
30,60,46434,87210
6,32,8828,16455
4,6,12076,23343
6,28,23629,45751
8,16,22343,42958
14,36,21118,38543
14,30,18877,35555
2,8,13197,25442
16,53,21064,39416
14,50,19599,37073
6,12,6374,11905
4,14,12226,23426
12,46,15008,28187
10,20,15076,28674
18,56,20571,37623
8,18,44958,87913
10,36,16535,31285
10,46,12060,22282
2,2,8587,16607
4,6,4176,7794
8,20,14605,27149
22,46,42102,77490
26,64,17349,31453
10,36,5647,10144
4,6,6099,11592
4,16,13760,26289
14,30,19589,37158
4,14,10297,19646
16,31,11724,21858
6,16,9059,17038
18,39,31529,60525
12,24,9939,18570
12,26,7010,12714
14,44,10854,19816
6,26,3304,5842
6,24,11695,22164
14,30,38018,73822
8,30,13833,26258
4,6,7138,13579
8,22,10720,20250
16,36,14602,27184
6,12,5839,10838
4,6,15475,30062
12,30,11750,21960
6,24,9604,17966
4,6,3040,5387
10,20,7846,14504
10,22,8862,16430
10,31,13301,25065
12,46,13485,25189
14,46,8956,16226
6,12,40759,79690
18,62,15150,27427
6,12,17324,33324
19,54,29650,55894
4,16,6660,12354
4,15,3127,5623
8,30,12881,24294
12,50,22289,42279
6,26,7612,14162
12,48,15092,28140
8,20,14175,25991
6,24,8665,16292
16,47,13957,25690
8,18,9793,18202
10,28,13507,24633
8,32,39906,77818
10,22,9865,18352
14,30,14391,26920
12,28,9327,17094
12,24,17660,33738
4,16,11332,21728
14,44,9266,16882
12,44,10832,19906
4,16,11766,22442
6,22,13626,25934
16,34,10590,19355
4,6,6359,12009
12,38,15966,30119
10,30,11654,21636
18,66,16102,29700
12,40,13888,25937
22,46,12971,23744
6,12,6475,12020
10,22,12417,23370
20,40,15293,28312
14,44,17243,32390
14,30,11326,21061
6,26,5519,10089
12,48,18845,35568
16,40,10149,18041
2,8,8051,15479
18,52,24276,45836
8,16,9723,18350
10,21,40034,77720
4,14,14061,26958
18,40,12967,24074
10,32,5898,10630
4,16,7004,13204
10,48,11502,21356
18,66,23219,43534
12,37,12371,22748
6,26,10708,20289
4,6,4480,8396
24,74,13570,24463
4,14,7650,14468
6,24,10932,20702
10,20,11470,21647
12,26,14019,26446
6,12,7701,14444
10,36,5068,9080
14,32,12240,22688
4,6,4904,9232
2,8,7927,15185
12,38,20419,38075
30,78,20127,36716
6,24,7697,14384
16,32,11549,21478
8,38,14647,27632
10,19,20227,39036
10,21,11466,21535
6,10,9205,17405
4,16,11353,21776
6,27,12318,23433
2,8,6736,12836
18,40,12750,23684
24,49,24801,46344
16,32,15127,28122
4,16,9153,17406
10,22,8981,16711
12,28,12708,22769
12,25,52771,102684
4,6,2720,4920
8,42,15391,29020
8,24,9119,17076
8,16,16473,31411
16,32,10441,19414
6,12,7507,14087
2,8,10598,20526
2,8,6394,12171
14,30,8654,15880
2,8,12116,23488
4,6,27542,53988
4,16,12303,23488
4,6,28623,56020
4,6,10028,19322
14,30,22786,43544
8,13,6986,12922
8,32,17340,32940
16,42,21910,40101
6,26,3909,6990
8,16,12069,22752
4,6,3617,6575
4,4,464,652
6,12,3333,5986
10,32,23997,45870
12,42,9390,17231
2,2,2234,4135
8,16,17267,33038
8,16,3398,6123
4,6,4283,7946
4,6,22031,43040
8,16,18976,36408
6,32,13068,24796
12,50,14810,27713
8,16,5953,11030
2,8,8210,15760
12,22,21553,40247
4,6,11856,22928
6,26,5414,9936
9,19,21699,41762
10,32,6643,12168
10,34,9452,17610
20,52,24663,46266
12,22,17100,32169
24,67,19305,35348
6,24,7857,14708
2,2,10945,21294
16,31,8249,15072
12,40,31339,60406
8,14,13853,26290
8,34,12729,23944
12,22,10090,18772
6,26,10494,19892
6,12,8542,16074
4,6,3170,5823
20,54,22743,43016
20,64,17145,31406
14,58,20719,38868
4,14,12065,23128
16,42,8467,15374
6,24,12104,22910
27,70,32786,61509
20,63,20618,38498
4,14,3049,5496
21,44,14389,26728
8,32,16683,31854
8,26,15457,29395
18,48,8765,15934
8,24,11118,20850
4,6,13608,26398
8,16,7697,14342
10,22,15330,28942
4,6,2757,5009
4,6,6619,12533
22,59,10549,18955
4,6,8008,15232
18,37,13929,25852
12,23,28139,54418
4,14,10109,19328
4,14,11480,21922
4,14,11709,22458
10,22,12874,24282
6,19,5127,9357
8,24,7205,13288
12,33,8184,15018
4,14,2684,4794
10,22,10285,19306
12,34,11483,21298
2,2,6551,12656
16,34,49238,95418
4,16,12211,23454
8,22,13493,25496
4,6,16787,32618
16,46,17354,32600
17,32,4546,8117
6,24,12929,24606
18,36,20724,38829
20,56,11303,20401
16,56,12429,22637
14,30,9386,17326
18,37,37861,72914
10,35,7123,12880
16,46,27238,49748
14,46,10407,19136
12,36,21319,40569
12,24,20153,38278
16,33,10130,18636
22,46,11028,20285
8,24,10805,20016
14,50,14580,27180
4,6,18995,36989
6,28,3875,6834
20,66,15937,29486
6,26,3642,6468
14,40,16080,30420
16,30,18420,34070
10,34,12768,23994
16,58,14801,27360
10,30,8528,15644
12,32,7341,13214
20,59,41704,79990
14,30,13232,24844
4,6,1982,3489
28,76,29196,53622
20,42,26991,51362
10,20,35226,67909
8,14,6585,12342
30,72,22794,41342
4,16,3815,6926
10,36,18425,34940
4,6,3034,5514
14,46,6877,12210
6,26,5764,10607
12,40,6638,11895
12,32,12434,23398
4,16,4190,7686
14,54,12604,23344
6,16,11703,22009
14,36,13017,24045
18,38,12931,23834
10,46,16435,30934
12,48,9862,18032
2,8,10287,19890
8,24,6039,11073
10,22,9727,18101
4,16,6963,13021
18,51,15271,28291
8,31,11206,21003
2,8,12357,24018
8,32,35045,68163
26,74,24444,44718
8,14,20618,40077
4,6,33198,65124
12,24,37562,72480
4,16,14155,27175
6,24,15503,29612
12,33,8760,15946
14,44,17121,32276
22,66,23252,43117
4,6,10928,21103
10,36,8259,15040
6,24,10186,19232
8,25,5670,10341
12,32,6748,12182
10,35,6324,11310
14,50,19738,37157
16,58,21034,39550
16,60,16836,31446
14,32,10984,20445
4,6,5330,10007
8,20,9634,17836
12,48,19060,36076
26,76,21742,39973
4,16,10887,20818
4,6,2079,3688
4,16,14960,28913
4,16,3100,5484
16,58,20420,38090
18,46,19267,36244
8,15,6582,12211
12,40,23871,45698
2,2,6296,12143
8,16,13083,24834
20,56,23408,43094
14,44,14533,27126
10,18,14722,27267
8,22,12233,23146
6,34,15232,28894
14,44,11728,21553
10,34,14953,28222
12,42,12271,22674
10,36,34789,67320
14,44,11146,20476
10,20,21641,40972
20,44,14270,26373
16,48,19168,36170
10,36,15246,28902
6,26,2950,5152
16,48,9765,17532
4,6,17330,33428
8,20,11157,20700
4,6,5592,10504
10,32,13356,24986
18,40,24724,47006
8,24,8030,14994
6,32,9484,17784
8,20,11104,20663
12,24,8805,16358
6,26,11617,22054
6,28,4359,7792
10,35,6216,11119
8,16,5539,10260
8,26,13578,25705
10,35,5665,10189
8,24,12446,23590
6,12,6900,12906
6,26,29054,56637
16,34,25864,49541
4,6,28345,55532
4,16,9367,17832
4,6,12008,23194
8,32,16986,32358
10,36,21059,40200
12,24,18668,35558
16,34,30804,59028
8,14,15058,28320
7,13,26619,51575
10,21,17610,33514
16,32,31119,57836
4,16,11017,21035
12,50,18578,34728
16,40,16778,31060
6,28,3640,6358
10,36,29183,56272
4,6,1360,2228
12,24,8319,15272
10,22,28801,55743
4,6,29498,57822
10,30,17344,33082
21,45,40765,78463
14,30,13332,24807
6,28,4281,7562
14,40,11549,21342
10,20,25664,49116
10,36,9947,18396
14,38,19343,35620
8,28,18480,35159
20,68,18240,33596
4,14,11144,21294
2,8,5791,11070
6,24,6985,13001
18,54,14707,27310
12,40,19350,36558
12,24,22106,42140
